"","Timestamp","ID","Language","gender","age","country","leasehold","self_own","household","private_housing","living_with","living_with_family","household_size","edu","edu_r","bachelor_above","occupation_status","occupation_status_r","non_working","occupation","salary","high_income","marital","married","district","covid_living_building","covid_living_building_r","religion","Christian","christian_denomin","religion_scale_1","religion_scale_2","religion_scale_2_r_attend","religion_scale_3","religion_scale_3_r_pray","religion_scale_4","religion_scale_4_r_study","religion_scale_5","religion_scale_5_r_health_important","FACIT_meaning","FACIT_peace","FACIT_faith","FACIT_peace_meaning_total","FACIT_total","IES_intrusion","IES_avoidance","IES_hyperarousal","Brief_COPE_active_coping","Brief_COPE_planning","Brief_COPE_problem_solving","Brief_COPE_positive_reframing","Brief_COPE_acceptance","Brief_COPE_accommodation","Brief_COPE_humor","Brief_COPE_self_distraction","Brief_COPE_religion","Brief_COPE_emotional_support","Brief_COPE_instrumental_support","Brief_COPE_support_seeking","Brief_COPE_denial","Brief_COPE_behavioral_disengagement","Brief_COPE_substance_use","Brief_COPE_self_blame","Brief_COPE_venting","Brief_RCOPE_postive","Brief_RCOPE_negative","HADS_anxiety","HADS_depression","HADS_anxiety_group","HADS_anxiety_group_r","HADS_anxiety_group_r_normal","HADS_depression_group","HADS_depression_group_r","HADS_depression_group_r_normal","HADS_group_normal","HADS_group_normal_r","sdi","covid_case","Brief_COPE_avoid","Brief_COPE_restruct","Brief_COPE_distract","Brief_COPE_support","Brief_COPE_engage","Brief_COPE_disengage","religion_r","IES","religion_scale_2_r_attend_r","religion_scale_3_r_pray_r","religion_scale_4_r_study_r","religion_scale_4_r_study_r_each_day","religion_scale_4_r_study_r_almost_each_day"
"36",2020-09-09,116,"Chi","Male","25-44 years","Hong Kong","Rent","No","1. Public housing","No","3. Living with familiy","Yes",2,"2. Secondary school","1. Secondary school or below","No","1. Full time","1. Full time","No","8. Not applicable","18,201-28,200","No","5. Single","No","Wong Tai Sin","No","No","Christianity (Protestantism)","Yes","SDA",8,"1 time/week","3. 1 time/week","1 time or more/day","3. 1 time or more/day","2-3 times/week","4. 2-3 times/week","Extremely important",4,11,13,16,24,40,6,3,3,7,6,13,6,5,11,6,2,8,5,6,11,2,4,2,4,4,23,10,2,1,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.199149335,8,12,17,6,19,18,10,"religion",12,"3. 1 time/week or more","3. 1 time or more/day","4. 2-3 times/week","2. less than 1 time/day","2. less than 4-6 time/week"
"37",2020-09-09,117,"Chi","Female","65 years or above","Hong Kong","Self-owned","Yes","3. Private housing","Yes","1. Living alone","No",1,"4. Bachelor degree","3. Bachelor degree","Yes","5. Retired","3. Not-working people","Yes","8. Not applicable","No income","No","3. Widowed","No","Tsuen Wan","No","No","Christianity (Protestantism)","Yes","SDA",8,"1 time/week","3. 1 time/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Very important",3,8,9,13,17,30,7,9,4,6,6,12,5,8,13,2,4,8,6,6,12,2,4,2,4,5,20,8,4,3,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.185725666,24,12,15,9,20,17,10,"religion",20,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"38",2020-09-09,121,"Eng","Male","25-44 years","Hong Kong","Rent","No","3. Private housing","Yes","1. Living alone","No",1,"4. Bachelor degree","3. Bachelor degree","Yes","2. Self employed","2. Non-full-time","No","4. Service and retail","28,201-44,600","Yes","5. Single","No","Tai Po","No","No","Christianity (Protestantism)","Yes","SDA",9,"2-3 times/month","2. less than 1 time/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Extremely important",4,12,11,14,23,37,13,15,10,7,7,14,7,6,13,3,7,6,6,5,11,2,3,2,5,4,23,9,6,2,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.18827923,2,12,16,11,17,20,10,"religion",38,"2. less than 1 time/week","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"39",2020-09-09,124,"Chi","Male","25-44 years","Hong Kong","Rent","No","3. Private housing","Yes","3. Living with familiy","Yes",3,"4. Bachelor degree","3. Bachelor degree","Yes","1. Full time","1. Full time","No","8. Not applicable","13,100 or below","No","5. Single","No","Kowloon City","No","No","Christianity (Protestantism)","Yes","SDA",6,"1 time/week","3. 1 time/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","A little bit important",2,7,8,4,15,19,3,2,2,4,7,11,4,8,12,2,2,6,4,5,9,2,2,2,4,4,25,12,3,11,"normal","3. normal","Yes","abnormal","1. abnormal","No","2. either","No",0.19336991,8,10,14,6,15,12,8,"religion",7,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"40",2020-09-09,129,"Chi","Female","45-64 years","Hong Kong","Self-owned","Yes","1. Public housing","No","3. Living with familiy","Yes",2,"2. Secondary school","1. Secondary school or below","No","1. Full time","1. Full time","No","4. Service and retail","13,101-18,200","No","1. Married","Yes","Tuen Mun","Yes","Yes","Christianity (Protestantism)","Yes","SDA",7,"1 time/week","3. 1 time/week","4-6 times/week","2. less than 1 time/day","4-6 times/week","5. 4-6 times/week","Very important",3,9,9,7,18,25,4,6,3,6,7,13,4,7,11,2,4,6,6,6,12,2,2,2,4,6,15,9,4,5,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.195605449,9,10,13,10,18,16,8,"religion",13,"3. 1 time/week or more","2. less than 1 time/day","5. 4-6 times/week","2. less than 1 time/day","3. 4-6 or more/week"
"41",2020-09-09,133,"Eng","Female","45-64 years","Hong Kong","Rent","No","3. Private housing","Yes","3. Living with familiy","Yes",3,"4. Bachelor degree","3. Bachelor degree","Yes","3. Part time","2. Non-full-time","No","2. Professional","80,000 or above","Yes","1. Married","Yes","Sha Tin","No","No","Christianity (Protestantism)","Yes","SDA",7,"1 time/week","3. 1 time/week","2-3 times/week","2. less than 1 time/day","2-3 times/month","2. less than 1/week","Very important",3,11,14,12,25,37,7,2,2,5,5,10,5,6,11,5,4,4,6,5,11,2,2,2,2,3,13,8,7,8,"normal","3. normal","Yes","borderline abnormal","2. borderline abnormal","No","2. either","No",0.18510991,5,8,16,7,15,16,6,"religion",11,"3. 1 time/week or more","2. less than 1 time/day","2. less than 1/week","2. less than 1 time/day","2. less than 4-6 time/week"
"42",2020-09-09,137,"Chi","Female","45-64 years","Hong Kong","Self-owned","Yes","2. Subsidized home ownership","No","3. Living with familiy","Yes",5,"5. Master  degree or higher","4. Master  degree or higher","Yes","2. Self employed","2. Non-full-time","No","2. Professional","13,101-18,200","No","1. Married","Yes","Sai Kung","No","No","Christianity (Protestantism)","Yes","SDA",9,"2-3 times/week","4. 1 time more/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Extremely important",4,9,10,13,19,32,7,2,6,8,7,15,6,7,13,2,3,8,4,6,10,2,2,2,2,5,22,8,5,1,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.180544476,6,8,15,8,18,18,6,"religion",15,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"43",2020-09-09,141,"Chi","Female","45-64 years","Hong Kong","Self-owned","Yes","2. Subsidized home ownership","No","3. Living with familiy","Yes",3,"3. Post secondary Diploma/Certificate Program","2. Post secondary Diploma/Certificate Program","No","3. Part time","2. Non-full-time","No","7. Homemaker","No income","No","1. Married","Yes","Sai Kung","No","No","Christianity (Protestantism)","Yes","SDA",6,"1 time/week","3. 1 time/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Extremely important",4,8,8,12,16,28,9,16,8,7,5,12,6,7,13,3,5,8,6,6,12,3,3,2,4,5,28,10,7,5,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.180544476,6,12,16,10,20,19,10,"religion",33,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"44",2020-09-09,144,"Chi","Female","25-44 years","Hong Kong","Rent","No","1. Public housing","No","3. Living with familiy","Yes",6,"4. Bachelor degree","3. Bachelor degree","Yes","1. Full time","1. Full time","No","2. Professional","18,201-28,200","No","5. Single","No","Kwai Tsing","No","No","Christianity (Protestantism)","Yes","SDA",7,"1 time/week","3. 1 time/week","1 time or more/day","3. 1 time or more/day","2-3 times/month","2. less than 1/week","Very important",3,10,12,11,22,33,3,2,1,3,4,7,4,5,9,2,2,7,2,4,6,2,2,2,2,4,17,8,2,4,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.192891979,11,8,11,6,13,9,6,"religion",6,"3. 1 time/week or more","3. 1 time or more/day","2. less than 1/week","2. less than 1 time/day","2. less than 4-6 time/week"
"45",2020-09-09,145,"Chi","Female","45-64 years","Hong Kong","Self-owned","Yes","2. Subsidized home ownership","No","3. Living with familiy","Yes",2,"2. Secondary school","1. Secondary school or below","No","5. Retired","3. Not-working people","Yes","8. Not applicable","No income","No","1. Married","Yes","Sha Tin","No","No","Christianity (Protestantism)","Yes","SDA",8,"4-6 times/week","4. 1 time more/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Very important",3,9,12,12,21,33,2,1,2,4,5,9,4,5,9,2,2,5,2,2,4,2,2,2,2,3,13,7,0,1,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.18510991,5,8,11,5,9,10,6,"religion",5,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"46",2020-09-09,146,"Chi","Female","65 years or above","Hong Kong","Rent","No","4. Other","No","3. Living with familiy","Yes",2,"5. Master  degree or higher","4. Master  degree or higher","Yes","3. Part time","2. Non-full-time","No","3. Office worker","13,100 or below","No","1. Married","Yes","Sai Kung","No","No","Christianity (Protestantism)","Yes","SDA",9,"4-6 times/week","4. 1 time more/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Extremely important",4,12,16,16,28,44,1,3,1,7,8,15,8,7,15,2,2,8,3,4,7,2,2,2,4,2,23,10,1,0,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.180544476,6,10,17,4,15,18,8,"religion",5,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"47",2020-09-09,157,"Chi","Female","65 years or above","Hong Kong","Self-owned","Yes","3. Private housing","Yes","3. Living with familiy","Yes",4,"3. Post secondary Diploma/Certificate Program","2. Post secondary Diploma/Certificate Program","No","5. Retired","3. Not-working people","Yes","8. Not applicable","No income","No","1. Married","Yes","Yau Tsim Mong","No","No","Christianity (Protestantism)","Yes","SDA",9,"1 time/week","3. 1 time/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Very important",3,10,10,14,20,34,5,4,3,6,5,11,8,7,15,2,2,8,3,4,7,2,3,2,2,3,23,9,0,3,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.206660245,13,9,17,5,15,17,7,"religion",12,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"48",2020-09-09,159,"Chi","Female","25-44 years","Hong Kong","Self-owned","Yes","1. Public housing","No","4. Other","No",NA,"1. Primary school or below","1. Secondary school or below","No","1. Full time","1. Full time","No","8. Not applicable",NA,NA,"5. Single","No","Tuen Mun","No","No","Christianity (Protestantism)","Yes","SDA",8,"< 1 time/month","2. less than 1 time/week","1 time or more/day","3. 1 time or more/day","2-3 times/month","2. less than 1/week","Very important",3,6,6,11,12,23,15,14,13,8,8,16,6,8,14,2,5,7,8,8,16,2,2,6,6,7,24,14,17,11,"abnormal","1. abnormal","No","abnormal","1. abnormal","No","1. No","No",0.195605449,9,16,16,12,23,22,10,"religion",42,"2. less than 1 time/week","3. 1 time or more/day","2. less than 1/week","2. less than 1 time/day","2. less than 4-6 time/week"
"49",2020-09-09,160,"Chi","Female","25-44 years","Hong Kong","Self-owned","Yes","2. Subsidized home ownership","No","3. Living with familiy","Yes",4,"2. Secondary school","1. Secondary school or below","No","1. Full time","1. Full time","No","8. Not applicable","13,101-18,200","No","5. Single","No","Sai Kung","No","No","Christianity (Protestantism)","Yes","SDA",5,"1 time/week","3. 1 time/week","1 time or more/day","3. 1 time or more/day","4-6 times/week","5. 4-6 times/week","Very important",3,9,10,12,19,31,9,10,11,7,7,14,6,8,14,6,4,4,6,6,12,2,6,4,6,6,16,13,13,9,"abnormal","1. abnormal","No","borderline abnormal","2. borderline abnormal","No","1. No","No",0.180544476,6,18,20,10,16,19,14,"religion",30,"3. 1 time/week or more","3. 1 time or more/day","5. 4-6 times/week","2. less than 1 time/day","3. 4-6 or more/week"
"50",2020-09-09,164,"Chi","Female","45-64 years","Hong Kong","Self-owned","Yes","2. Subsidized home ownership","No","3. Living with familiy","Yes",5,"5. Master  degree or higher","4. Master  degree or higher","Yes","2. Self employed","2. Non-full-time","No","2. Professional","13,101-18,200","No","1. Married","Yes","Sai Kung","No","No","Christianity (Protestantism)","Yes","SDA",9,"2-3 times/week","4. 1 time more/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Extremely important",4,9,10,13,19,32,7,2,6,8,7,15,6,7,13,2,3,8,4,6,10,2,2,2,2,5,22,8,5,1,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.180544476,6,8,15,8,18,18,6,"religion",15,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"51",2020-09-09,165,"Eng","Male","25-44 years","Hong Kong","Rent","No","2. Subsidized home ownership","No","3. Living with familiy","Yes",4,"4. Bachelor degree","3. Bachelor degree","Yes","1. Full time","1. Full time","No","3. Office worker","18,201-28,200","No","1. Married","Yes","Sai Kung","No","No","Christianity (Protestantism)","Yes","SDA",10,"2-3 times/week","4. 1 time more/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Extremely important",4,12,11,16,23,39,3,6,2,8,5,13,5,7,12,5,2,8,6,6,12,2,2,2,2,4,27,10,3,1,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.180544476,6,8,17,6,20,19,6,"religion",11,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"52",2020-09-09,173,"Chi","Male","45-64 years","Hong Kong","Self-owned","Yes","3. Private housing","Yes","3. Living with familiy","Yes",2,"5. Master  degree or higher","4. Master  degree or higher","Yes","4. Unemployed","2. Non-full-time","No","1. Manager and administrator","80,000 or above","Yes","1. Married","Yes","Tai Po","No","No","Christianity (Protestantism)","Yes","SDA",6,"1 time/week","3. 1 time/week","1 time/week","2. less than 1 time/day","1 time/month","2. less than 1/week","A little bit important",2,9,12,12,21,33,3,5,2,2,6,8,6,6,12,4,2,6,2,3,5,2,2,2,2,3,13,9,2,4,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.18827923,2,8,16,5,11,10,6,"religion",10,"3. 1 time/week or more","2. less than 1 time/day","2. less than 1/week","2. less than 1 time/day","2. less than 4-6 time/week"
"53",2020-09-10,180,"Chi","Female","45-64 years","Hong Kong","Self-owned","Yes","3. Private housing","Yes","3. Living with familiy","Yes",2,"4. Bachelor degree","3. Bachelor degree","Yes","3. Part time","2. Non-full-time","No","2. Professional","13,101-18,200","No","1. Married","Yes","Tsuen Wan","No","No","Christianity (Protestantism)","Yes","SDA",4,"< 1 time/month","2. less than 1 time/week","< 1 time/month","2. less than 1 time/day","< 1 time/month","2. less than 1/week","A little bit important",2,9,9,9,18,27,9,14,7,3,3,6,5,5,10,2,2,3,2,2,4,2,3,2,2,2,14,8,7,11,"normal","3. normal","Yes","abnormal","1. abnormal","No","2. either","No",0.185725666,16,9,12,4,7,10,7,"religion",30,"2. less than 1 time/week","2. less than 1 time/day","2. less than 1/week","2. less than 1 time/day","2. less than 4-6 time/week"
"54",2020-09-10,185,"Chi","Male","25-44 years","Hong Kong","Self-owned","Yes","1. Public housing","No",NA,"No",NA,"4. Bachelor degree","3. Bachelor degree","Yes","1. Full time","1. Full time","No","3. Office worker",NA,NA,"1. Married","Yes","Tai Po","No","No","Christianity (Protestantism)","Yes","SDA",8,"2-3 times/week","4. 1 time more/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Very important",3,12,14,14,26,40,3,12,4,6,7,13,4,7,11,2,2,8,7,7,14,2,4,2,3,6,26,7,4,7,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.18827923,2,11,13,8,22,17,9,"religion",19,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"55",2020-09-10,186,"Chi","Male","25-44 years","Hong Kong","Self-owned","Yes","3. Private housing","Yes","3. Living with familiy","Yes",3,"5. Master  degree or higher","4. Master  degree or higher","Yes","1. Full time","1. Full time","No","2. Professional","28,201-44,600","Yes","5. Single","No","Sha Tin","No","No","Christianity (Protestantism)","Yes","SDA",3,"2-3 times/week","4. 1 time more/week","4-6 times/week","2. less than 1 time/day","1 time or more/day","6. 1 time or more/day","Extremely important",4,10,10,10,20,30,3,5,3,5,4,9,8,8,16,3,2,7,6,6,12,2,2,2,4,6,17,11,10,11,"borderline abnormal","2. borderline abnormal","No","abnormal","1. abnormal","No","1. No","No",0.18510991,7,10,19,8,19,19,8,"religion",11,"3. 1 time/week or more","2. less than 1 time/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"56",2020-09-10,187,"Eng","Female","18-24 years","Hong Kong","Rent","No","4. Other","No","2. Living with friend (s)","No",2,"4. Bachelor degree","3. Bachelor degree","Yes","1. Full time","1. Full time","No","2. Professional","13,100 or below","No","5. Single","No","Yuen Long","No","No","Christianity (Protestantism)","Yes","SDA",7,"1 time/week","3. 1 time/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Very important",3,13,10,15,23,38,11,8,3,6,6,12,7,6,13,4,4,8,6,6,12,2,4,2,4,4,22,10,8,4,"borderline abnormal","2. borderline abnormal","No","normal","3. normal","Yes","2. either","No",0.198373243,16,12,17,8,20,19,10,"religion",22,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"57",2020-09-10,188,"Chi","Male","25-44 years","Hong Kong","Self-owned","Yes","3. Private housing","Yes","3. Living with familiy","Yes",4,"3. Post secondary Diploma/Certificate Program","2. Post secondary Diploma/Certificate Program","No","1. Full time","1. Full time","No","1. Manager and administrator",NA,NA,"1. Married","Yes","Tsuen Wan","No","No","Christianity (Protestantism)","Yes","SDA",7,"1 time/week","3. 1 time/week","2-3 times/week","2. less than 1 time/day","1 time/month","2. less than 1/week","Very important",3,8,11,10,19,29,1,1,2,5,5,10,2,8,10,2,2,3,3,2,5,2,2,2,2,2,24,9,0,1,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.185725666,16,8,12,4,8,10,6,"religion",4,"3. 1 time/week or more","2. less than 1 time/day","2. less than 1/week","2. less than 1 time/day","2. less than 4-6 time/week"
"58",2020-09-10,189,"Chi","Male","25-44 years","Hong Kong","Self-owned","Yes","1. Public housing","No","3. Living with familiy","Yes",4,"5. Master  degree or higher","4. Master  degree or higher","Yes","1. Full time","1. Full time","No","2. Professional","18,201-28,200","No","5. Single","No","Northern","No","No","Christianity (Protestantism)","Yes","SDA",8,"4-6 times/week","4. 1 time more/week","2-3 times/week","2. less than 1 time/day","2-3 times/week","4. 2-3 times/week","Extremely important",4,10,10,13,20,33,3,1,2,5,4,9,4,7,11,2,3,4,5,2,7,2,2,2,2,2,19,7,3,2,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.198406518,2,8,13,5,11,14,6,"religion",6,"3. 1 time/week or more","2. less than 1 time/day","4. 2-3 times/week","2. less than 1 time/day","2. less than 4-6 time/week"
"59",2020-09-10,190,"Chi","Female","25-44 years","Hong Kong","Self-owned","Yes","1. Public housing","No","3. Living with familiy","Yes",3,"3. Post secondary Diploma/Certificate Program","2. Post secondary Diploma/Certificate Program","No","1. Full time","1. Full time","No","8. Not applicable","13,101-18,200","No","5. Single","No","Kwai Tsing","No","No","Christianity (Protestantism)","Yes","SDA",7,"1 time/week","3. 1 time/week","2-3 times/week","2. less than 1 time/day","4-6 times/week","5. 4-6 times/week","Very important",3,9,12,11,21,32,5,1,3,7,6,13,6,6,12,3,2,6,6,6,12,2,2,2,4,5,20,7,7,8,"normal","3. normal","Yes","borderline abnormal","2. borderline abnormal","No","2. either","No",0.192891979,9,10,15,7,18,19,8,"religion",9,"3. 1 time/week or more","2. less than 1 time/day","5. 4-6 times/week","2. less than 1 time/day","3. 4-6 or more/week"
"60",2020-09-10,191,"Chi","Male","45-64 years","Hong Kong","Rent","No","1. Public housing","No","3. Living with familiy","Yes",4,"2. Secondary school","1. Secondary school or below","No","3. Part time","2. Non-full-time","No","4. Service and retail","13,100 or below","No","3. Widowed","No","Sha Tin","No","No","Christianity (Protestantism)","Yes","SDA",9,"2-3 times/month","2. less than 1 time/week","2-3 times/week","2. less than 1 time/day","4-6 times/week","5. 4-6 times/week","Very important",3,10,10,12,20,32,8,11,5,4,6,10,5,6,11,2,3,6,4,4,8,4,4,2,5,4,21,11,4,5,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.18510991,7,15,13,7,14,13,13,"religion",24,"2. less than 1 time/week","2. less than 1 time/day","5. 4-6 times/week","2. less than 1 time/day","3. 4-6 or more/week"
"61",2020-09-10,192,"Chi","Female","45-64 years","Hong Kong","Rent","No","4. Other","No","3. Living with familiy","Yes",4,"2. Secondary school","1. Secondary school or below","No","4. Unemployed","2. Non-full-time","No","7. Homemaker","No income","No","1. Married","Yes","Yau Tsim Mong","No","No","Christianity (Protestantism)","Yes","SDA",7,"2-3 times/month","2. less than 1 time/week","1 time/week","2. less than 1 time/day","1 time/month","2. less than 1/week","Very important",3,5,11,10,16,26,6,4,2,7,7,14,6,8,14,2,6,7,6,6,12,2,2,2,4,5,19,7,6,9,"normal","3. normal","Yes","borderline abnormal","2. borderline abnormal","No","2. either","No",0.206660245,11,10,16,11,19,19,8,"religion",12,"2. less than 1 time/week","2. less than 1 time/day","2. less than 1/week","2. less than 1 time/day","2. less than 4-6 time/week"
"62",2020-09-10,193,"Chi","Female","45-64 years","Hong Kong","Rent","No","4. Other","No","1. Living alone","No",1,"4. Bachelor degree","3. Bachelor degree","Yes","1. Full time","1. Full time","No","2. Professional","18,201-28,200","No","5. Single","No","Sai Kung","No","No","Christianity (Protestantism)","Yes","SDA",8,"2-3 times/week","4. 1 time more/week","1 time or more/day","3. 1 time or more/day","2-3 times/week","4. 2-3 times/week","Very important",3,10,10,15,20,35,10,15,3,7,6,13,6,8,14,3,6,8,6,6,12,2,4,2,5,5,21,9,7,4,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.180544476,6,13,17,11,20,19,11,"religion",28,"3. 1 time/week or more","3. 1 time or more/day","4. 2-3 times/week","2. less than 1 time/day","2. less than 4-6 time/week"
"63",2020-09-10,194,"Eng","Male","25-44 years","Hong Kong","Rent","No","3. Private housing","Yes","3. Living with familiy","Yes",3,"4. Bachelor degree","3. Bachelor degree","Yes","1. Full time","1. Full time","No","2. Professional","13,100 or below","No","1. Married","Yes","Yuen Long","No","No","Christianity (Protestantism)","Yes","SDA",10,"1 time/week","3. 1 time/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Extremely important",4,11,14,15,25,40,2,11,4,6,7,13,8,6,14,2,3,8,4,4,8,2,2,2,2,2,25,12,5,9,"normal","3. normal","Yes","borderline abnormal","2. borderline abnormal","No","2. either","No",0.198373243,16,8,16,5,16,18,6,"religion",17,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"64",2020-09-10,202,"Chi","Male","25-44 years","Hong Kong","Rent","No","1. Public housing","No","3. Living with familiy","Yes",2,"5. Master  degree or higher","4. Master  degree or higher","Yes","1. Full time","1. Full time","No","2. Professional","28,201-44,600","Yes","1. Married","Yes","Tai Po","No","No","Christianity (Protestantism)","Yes","SDA",8,"2-3 times/week","4. 1 time more/week","4-6 times/week","2. less than 1 time/day","1 time/week","3. 1 time/week","Very important",3,10,9,11,19,30,0,1,1,3,5,8,4,7,11,5,3,7,3,4,7,2,3,2,3,4,20,10,0,0,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.18827923,2,10,16,7,14,10,8,"religion",2,"3. 1 time/week or more","2. less than 1 time/day","3. 1 time/week","2. less than 1 time/day","2. less than 4-6 time/week"
"65",2020-09-10,203,"Chi","Female","65 years or above","Hong Kong","Self-owned","Yes","3. Private housing","Yes","3. Living with familiy","Yes",2,"4. Bachelor degree","3. Bachelor degree","Yes","5. Retired","3. Not-working people","Yes","8. Not applicable",NA,NA,"1. Married","Yes","Tsuen Wan","No","No","Christianity (Protestantism)","Yes","SDA",8,"1 time/week","3. 1 time/week","1 time or more/day","3. 1 time or more/day","4-6 times/week","5. 4-6 times/week","Extremely important",4,12,12,16,24,40,7,4,9,8,8,16,8,7,15,2,5,8,6,7,13,2,2,2,5,7,28,11,9,1,"borderline abnormal","2. borderline abnormal","No","normal","3. normal","Yes","2. either","No",0.185725666,16,11,17,12,21,22,9,"religion",20,"3. 1 time/week or more","3. 1 time or more/day","5. 4-6 times/week","2. less than 1 time/day","3. 4-6 or more/week"
"66",2020-09-10,210,"Chi","Female","25-44 years","Hong Kong","Self-owned","Yes","3. Private housing","Yes","3. Living with familiy","Yes",8,"4. Bachelor degree","3. Bachelor degree","Yes","1. Full time","1. Full time","No","3. Office worker","13,101-18,200","No","5. Single","No","Yau Tsim Mong","No","No","Christianity (Protestantism)","Yes","SDA",9,"2-3 times/week","4. 1 time more/week","4-6 times/week","2. less than 1 time/day","1 time or more/day","6. 1 time or more/day","Extremely important",4,12,13,16,25,41,2,4,6,8,8,16,8,8,16,2,2,8,7,8,15,2,2,2,2,7,28,10,5,1,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.206660245,11,8,18,9,23,23,6,"religion",12,"3. 1 time/week or more","2. less than 1 time/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"67",2020-09-10,211,"Chi","Female","25-44 years","Hong Kong","Self-owned","Yes","3. Private housing","Yes","1. Living alone","No",1,"5. Master  degree or higher","4. Master  degree or higher","Yes","1. Full time","1. Full time","No","2. Professional","44,601-79,999","Yes","5. Single","No","Tuen Mun","No","No","Christianity (Protestantism)","Yes","SDA",7,"2-3 times/week","4. 1 time more/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Very important",3,10,12,14,22,36,2,1,1,4,4,8,5,7,12,2,2,7,2,4,6,2,2,2,2,4,16,8,0,2,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.195605449,9,8,14,6,13,11,6,"religion",4,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
