"","Timestamp","ID","Language","gender","age","country","leasehold","self_own","household","private_housing","living_with","living_with_family","household_size","edu","edu_r","bachelor_above","occupation_status","occupation_status_r","non_working","occupation","salary","high_income","marital","married","district","covid_living_building","covid_living_building_r","religion","Christian","christian_denomin","religion_scale_1","religion_scale_2","religion_scale_2_r_attend","religion_scale_3","religion_scale_3_r_pray","religion_scale_4","religion_scale_4_r_study","religion_scale_5","religion_scale_5_r_health_important","FACIT_meaning","FACIT_peace","FACIT_faith","FACIT_peace_meaning_total","FACIT_total","IES_intrusion","IES_avoidance","IES_hyperarousal","Brief_COPE_active_coping","Brief_COPE_planning","Brief_COPE_problem_solving","Brief_COPE_positive_reframing","Brief_COPE_acceptance","Brief_COPE_accommodation","Brief_COPE_humor","Brief_COPE_self_distraction","Brief_COPE_religion","Brief_COPE_emotional_support","Brief_COPE_instrumental_support","Brief_COPE_support_seeking","Brief_COPE_denial","Brief_COPE_behavioral_disengagement","Brief_COPE_substance_use","Brief_COPE_self_blame","Brief_COPE_venting","Brief_RCOPE_postive","Brief_RCOPE_negative","HADS_anxiety","HADS_depression","HADS_anxiety_group","HADS_anxiety_group_r","HADS_anxiety_group_r_normal","HADS_depression_group","HADS_depression_group_r","HADS_depression_group_r_normal","HADS_group_normal","HADS_group_normal_r","sdi","covid_case","Brief_COPE_avoid","Brief_COPE_restruct","Brief_COPE_distract","Brief_COPE_support","Brief_COPE_engage","Brief_COPE_disengage","religion_r","IES","religion_scale_2_r_attend_r","religion_scale_3_r_pray_r","religion_scale_4_r_study_r","religion_scale_4_r_study_r_each_day","religion_scale_4_r_study_r_almost_each_day"
"68",2020-09-10,216,"Chi","Female","45-64 years","Hong Kong","Self-owned","Yes","3. Private housing","Yes","3. Living with familiy","Yes",4,"2. Secondary school","1. Secondary school or below","No","1. Full time","1. Full time","No","3. Office worker",NA,NA,"1. Married","Yes","Tsuen Wan","No","No","Christianity (Protestantism)","Yes","SDA",5,"< 1 time/month","2. less than 1 time/week","< 1 time/month","2. less than 1 time/day","< 1 time/month","2. less than 1/week","A little bit important",2,10,6,8,16,24,9,13,4,7,7,14,6,7,13,3,4,6,4,5,9,2,2,2,5,5,18,6,7,5,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.185725666,16,11,16,9,15,17,9,"religion",26,"2. less than 1 time/week","2. less than 1 time/day","2. less than 1/week","2. less than 1 time/day","2. less than 4-6 time/week"
"69",2020-09-10,220,"Chi","Female","45-64 years","Hong Kong","Self-owned","Yes","3. Private housing","Yes","3. Living with familiy","Yes",3,"3. Post secondary Diploma/Certificate Program","2. Post secondary Diploma/Certificate Program","No","1. Full time","1. Full time","No","1. Manager and administrator","44,601-79,999","Yes","1. Married","Yes","Tsuen Wan","No","No","Christianity (Protestantism)","Yes","SDA",6,"1 time/week","3. 1 time/week","2-3 times/week","2. less than 1 time/day","< 1 time/month","2. less than 1/week","A little bit important",2,10,11,7,21,28,2,7,1,2,2,4,2,5,7,2,2,3,2,2,4,2,2,2,2,2,13,7,5,4,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.185725666,16,8,9,4,7,6,6,"religion",10,"3. 1 time/week or more","2. less than 1 time/day","2. less than 1/week","2. less than 1 time/day","2. less than 4-6 time/week"
"70",2020-09-10,221,"Chi","Female","25-44 years","Hong Kong","Rent","No","3. Private housing","Yes","2. Living with friend (s)","No",2,"5. Master  degree or higher","4. Master  degree or higher","Yes","1. Full time","1. Full time","No","2. Professional","18,201-28,200","No","5. Single","No","Sha Tin","No","No","Christianity (Protestantism)","Yes","SDA",8,"2-3 times/week","4. 1 time more/week","1 time or more/day","3. 1 time or more/day","1 time/week","3. 1 time/week","Extremely important",4,7,11,16,18,34,2,3,0,5,8,13,6,7,13,2,2,7,4,6,10,2,2,2,4,6,21,10,3,0,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.18510991,7,10,15,8,17,15,8,"religion",5,"3. 1 time/week or more","3. 1 time or more/day","3. 1 time/week","2. less than 1 time/day","2. less than 4-6 time/week"
"71",2020-09-10,223,"Eng","Female","45-64 years","Hong Kong","Rent","No","2. Subsidized home ownership","No","3. Living with familiy","Yes",4,"3. Post secondary Diploma/Certificate Program","2. Post secondary Diploma/Certificate Program","No","1. Full time","1. Full time","No","3. Office worker","13,100 or below","No","1. Married","Yes","Wan Chai","No","No","Christianity (Protestantism)","Yes","SDA",9,"2-3 times/month","2. less than 1 time/week","1 time or more/day","3. 1 time or more/day","2-3 times/week","4. 2-3 times/week","Very important",3,10,10,13,20,33,5,7,1,4,7,11,6,4,10,2,5,4,4,3,7,2,4,2,2,2,17,7,5,10,"normal","3. normal","Yes","borderline abnormal","2. borderline abnormal","No","2. either","No",0.195457069,1,10,12,7,11,14,8,"religion",13,"2. less than 1 time/week","3. 1 time or more/day","4. 2-3 times/week","2. less than 1 time/day","2. less than 4-6 time/week"
"72",2020-09-10,229,"Eng","Female","25-44 years","Hong Kong","Rent","No","3. Private housing","Yes","3. Living with familiy","Yes",3,"3. Post secondary Diploma/Certificate Program","2. Post secondary Diploma/Certificate Program","No","4. Unemployed","2. Non-full-time","No","8. Not applicable","No income","No","1. Married","Yes","Yuen Long","No","No","Christianity (Protestantism)","Yes","SDA",10,"1 time/week","3. 1 time/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Extremely important",4,12,16,13,28,41,14,16,1,5,6,11,6,8,14,2,4,8,3,7,10,3,2,2,2,3,28,9,4,3,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.198373243,16,9,16,7,18,14,7,"religion",31,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"73",2020-09-10,230,"Chi","Female","25-44 years","Hong Kong","Rent","No","4. Other","No","3. Living with familiy","Yes",5,"5. Master  degree or higher","4. Master  degree or higher","Yes","1. Full time","1. Full time","No","2. Professional","18,201-28,200","No","5. Single","No","Sha Tin","No","No","Christianity (Protestantism)","Yes","SDA",5,"1 time/week","3. 1 time/week","2-3 times/week","2. less than 1 time/day","None","2. less than 1/week","Extremely important",4,7,12,5,19,24,7,5,4,3,6,9,7,7,14,4,4,6,6,6,12,2,4,2,4,6,19,10,6,11,"normal","3. normal","Yes","abnormal","1. abnormal","No","2. either","No",0.18510991,7,12,18,10,18,16,10,"religion",16,"3. 1 time/week or more","2. less than 1 time/day","2. less than 1/week","2. less than 1 time/day","2. less than 4-6 time/week"
"74",2020-09-10,231,"Chi","Male","45-64 years","Hong Kong","Rent","No","1. Public housing","No","3. Living with familiy","Yes",5,"3. Post secondary Diploma/Certificate Program","2. Post secondary Diploma/Certificate Program","No","3. Part time","2. Non-full-time","No","4. Service and retail","13,100 or below","No","1. Married","Yes","Sha Tin","No","No","Christianity (Protestantism)","Yes","SDA",4,"1 time/month","2. less than 1 time/week","1 time/month","2. less than 1 time/day","1 time/month","2. less than 1/week","Very important",3,11,7,8,18,26,12,12,7,8,6,14,7,7,14,3,3,4,5,5,10,2,2,2,4,4,16,10,10,13,"borderline abnormal","2. borderline abnormal","No","abnormal","1. abnormal","No","1. No","No",0.18510991,7,10,17,7,14,20,8,"religion",31,"2. less than 1 time/week","2. less than 1 time/day","2. less than 1/week","2. less than 1 time/day","2. less than 4-6 time/week"
"75",2020-09-11,249,"Chi","Female","45-64 years","Hong Kong","Rent","No","3. Private housing","Yes","3. Living with familiy","Yes",4,"3. Post secondary Diploma/Certificate Program","2. Post secondary Diploma/Certificate Program","No","3. Part time","2. Non-full-time","No","3. Office worker","13,100 or below","No","1. Married","Yes","Tuen Mun","No","No","Christianity (Protestantism)","Yes","SDA",8,"1 time/week","3. 1 time/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Very important",3,10,11,15,21,36,9,2,4,6,5,11,6,8,14,3,2,8,6,6,12,2,2,2,4,6,22,9,4,4,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.195605449,9,10,17,8,20,18,8,"religion",15,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"76",2020-09-12,254,"Chi","Male","45-64 years","Hong Kong","Self-owned","Yes","3. Private housing","Yes","3. Living with familiy","Yes",2,"5. Master  degree or higher","4. Master  degree or higher","Yes","3. Part time","2. Non-full-time","No","2. Professional","13,100 or below","No","1. Married","Yes","Tsuen Wan","No","No","Christianity (Protestantism)","Yes","SDA",10,"1 time/week","3. 1 time/week","1 time or more/day","3. 1 time or more/day","4-6 times/week","5. 4-6 times/week","Extremely important",4,12,16,16,28,44,0,24,4,8,8,16,8,8,16,2,8,8,2,2,4,2,2,2,2,2,28,7,0,0,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.185725666,14,8,18,10,12,18,6,"religion",28,"3. 1 time/week or more","3. 1 time or more/day","5. 4-6 times/week","2. less than 1 time/day","3. 4-6 or more/week"
"77",2020-09-12,266,"Eng","Female","25-44 years","Hong Kong","Self-owned","Yes","3. Private housing","Yes","3. Living with familiy","Yes",5,"5. Master  degree or higher","4. Master  degree or higher","Yes","1. Full time","1. Full time","No","7. Homemaker","18,201-28,200","No","1. Married","Yes","Sai Kung","No","No","Christianity (Protestantism)","Yes","SDA",8,"1 time/week","3. 1 time/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Extremely important",4,11,15,15,26,41,4,6,2,7,4,11,6,8,14,2,3,8,5,5,10,2,2,2,2,3,28,7,4,1,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.180544476,3,8,16,6,18,18,6,"religion",12,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"78",2020-09-12,267,"Chi","Female","45-64 years","Hong Kong","Rent","No","3. Private housing","Yes","3. Living with familiy","Yes",4,"4. Bachelor degree","3. Bachelor degree","Yes","1. Full time","1. Full time","No","2. Professional","28,201-44,600","Yes","1. Married","Yes","Yau Tsim Mong","No","No","Christianity (Protestantism)","Yes","SDA",8,"1 time/week","3. 1 time/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Very important",3,10,12,13,22,35,9,5,4,7,7,14,8,8,16,2,2,8,5,7,12,2,4,2,2,7,28,10,2,1,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.206660245,13,10,18,9,20,20,8,"religion",18,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"79",2020-09-12,270,"Chi","Female","25-44 years","Hong Kong","Self-owned","Yes","3. Private housing","Yes","3. Living with familiy","Yes",5,"5. Master  degree or higher","4. Master  degree or higher","Yes","1. Full time","1. Full time","No","2. Professional","44,601-79,999","Yes","1. Married","Yes","Sai Kung","No","No","Christianity (Protestantism)","Yes","SDA",8,"1 time/week","3. 1 time/week","1 time or more/day","3. 1 time or more/day","1 time/week","3. 1 time/week","Extremely important",4,11,11,11,22,33,5,7,2,8,7,15,7,7,14,5,5,6,5,6,11,5,4,2,4,6,21,15,4,5,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.180544476,3,15,19,11,17,20,13,"religion",14,"3. 1 time/week or more","3. 1 time or more/day","3. 1 time/week","2. less than 1 time/day","2. less than 4-6 time/week"
"80",2020-09-12,271,"Chi","Female","45-64 years","Hong Kong","Rent","No","3. Private housing","Yes","3. Living with familiy","Yes",4,"4. Bachelor degree","3. Bachelor degree","Yes","3. Part time","2. Non-full-time","No","2. Professional","18,201-28,200","No","1. Married","Yes","Northern","No","No","Christianity (Protestantism)","Yes","SDA",3,"None","2. less than 1 time/week","1 time/month","2. less than 1 time/day","< 1 time/month","2. less than 1/week","Very important",3,10,13,12,23,35,3,6,3,6,4,10,5,7,12,3,3,5,3,4,7,2,2,2,3,4,15,10,2,5,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.198406518,2,9,15,7,12,14,7,"religion",12,"2. less than 1 time/week","2. less than 1 time/day","2. less than 1/week","2. less than 1 time/day","2. less than 4-6 time/week"
"81",2020-09-12,272,"Chi","Female","65 years or above","Hong Kong","Self-owned","Yes","3. Private housing","Yes","3. Living with familiy","Yes",6,"2. Secondary school","1. Secondary school or below","No","5. Retired","3. Not-working people","Yes","8. Not applicable","13,101-18,200","No","1. Married","Yes","Kwun Tong","No","No","Christianity (Protestantism)","Yes","SDA",8,"1 time/week","3. 1 time/week","1 time or more/day","3. 1 time or more/day","2-3 times/week","4. 2-3 times/week","Extremely important",4,12,16,16,28,44,0,1,1,5,8,13,8,8,16,2,3,8,8,8,16,2,2,2,5,6,28,12,1,0,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.196775858,15,11,18,9,24,21,9,"religion",2,"3. 1 time/week or more","3. 1 time or more/day","4. 2-3 times/week","2. less than 1 time/day","2. less than 4-6 time/week"
"82",2020-09-13,279,"Chi","Female","18-24 years","Hong Kong","Rent","No","1. Public housing","No","1. Living alone","No",1,"1. Primary school or below","1. Secondary school or below","No","4. Unemployed","2. Non-full-time","No","8. Not applicable","No income","No","2. Partnered","No","Central and Western","Yes","Yes","Christianity (Protestantism)","Yes","SDA",5,"1 time or more/day","4. 1 time more/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Extremely important",4,5,10,1,15,16,1,3,8,4,5,9,5,7,12,2,2,3,2,3,5,2,7,2,4,4,12,13,1,10,"normal","3. normal","Yes","borderline abnormal","2. borderline abnormal","No","2. either","No",0.203500953,0,15,14,6,8,11,13,"religion",12,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"83",2020-09-13,292,"Eng","Female","45-64 years","North America/ Europe/ Australia","Self-owned","Yes","3. Private housing","Yes","3. Living with familiy","Yes",4,"5. Master  degree or higher","4. Master  degree or higher","Yes","4. Unemployed","2. Non-full-time","No","7. Homemaker","No income","No","1. Married","Yes","Sai Kung","No","No","Christianity (Protestantism)","Yes","SDA",8,"1 time/week","3. 1 time/week","1 time or more/day","3. 1 time or more/day","1 time/week","3. 1 time/week","Very important",3,10,11,16,21,37,0,1,1,5,2,7,3,8,11,2,2,6,2,2,4,2,2,2,2,4,19,9,4,0,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.180544476,3,8,13,6,10,10,6,"religion",2,"3. 1 time/week or more","3. 1 time or more/day","3. 1 time/week","2. less than 1 time/day","2. less than 4-6 time/week"
"84",2020-09-13,295,"Chi","Female","45-64 years","Hong Kong","Self-owned","Yes","2. Subsidized home ownership","No","3. Living with familiy","Yes",3,"1. Primary school or below","1. Secondary school or below","No","3. Part time","2. Non-full-time","No","8. Not applicable","13,100 or below","No","3. Widowed","No","Tai Po","No","No","Christianity (Protestantism)","Yes","SDA",7,"2-3 times/week","4. 1 time more/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Very important",3,11,9,12,20,32,8,18,11,4,3,7,3,6,9,2,3,7,4,6,10,2,5,2,3,4,18,12,8,6,"borderline abnormal","2. borderline abnormal","No","normal","3. normal","Yes","2. either","No",0.18827923,0,12,11,7,17,11,10,"religion",37,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"85",2020-09-14,301,"Eng","Female","45-64 years","Hong Kong","Rent","No","4. Other","No","3. Living with familiy","Yes",2,"5. Master  degree or higher","4. Master  degree or higher","Yes","1. Full time","1. Full time","No","2. Professional","28,201-44,600","Yes","1. Married","Yes","Sai Kung","No","No","Christianity (Protestantism)","Yes","SDA",8,"4-6 times/week","4. 1 time more/week","1 time or more/day","3. 1 time or more/day","4-6 times/week","5. 4-6 times/week","Very important",3,12,14,14,26,40,0,10,0,2,2,4,3,8,11,4,2,8,2,2,4,2,2,2,2,2,25,8,0,1,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.180544476,3,8,15,4,12,7,6,"religion",10,"3. 1 time/week or more","3. 1 time or more/day","5. 4-6 times/week","2. less than 1 time/day","3. 4-6 or more/week"
"86",2020-09-16,305,"Chi","Female","18-24 years","Hong Kong","Rent","No","1. Public housing","No","3. Living with familiy","Yes",3,"4. Bachelor degree","3. Bachelor degree","Yes","1. Full time","1. Full time","No","3. Office worker","13,101-18,200","No","5. Single","No","Tsuen Wan","No","No","Christianity (Protestantism)","Yes","SDA",6,"1 time/week","3. 1 time/week","2-3 times/week","2. less than 1 time/day","< 1 time/month","2. less than 1/week","Very important",3,10,10,11,20,31,6,2,3,6,4,10,6,8,14,2,2,6,4,6,10,2,2,2,3,5,16,9,10,7,"borderline abnormal","2. borderline abnormal","No","normal","3. normal","Yes","2. either","No",0.185725666,8,9,16,7,16,16,7,"religion",11,"3. 1 time/week or more","2. less than 1 time/day","2. less than 1/week","2. less than 1 time/day","2. less than 4-6 time/week"
"87",2020-09-16,315,"Chi","Female","45-64 years","Hong Kong","Rent","No","4. Other","No","3. Living with familiy","Yes",3,"2. Secondary school","1. Secondary school or below","No","1. Full time","1. Full time","No","4. Service and retail","18,201-28,200","No","1. Married","Yes","Sai Kung","No","No","Christianity (Protestantism)","Yes","SDA",5,"4-6 times/week","4. 1 time more/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Very important",3,9,10,10,19,29,9,11,7,8,6,14,7,6,13,4,6,8,4,6,10,3,4,2,5,6,19,10,8,7,"borderline abnormal","2. borderline abnormal","No","normal","3. normal","Yes","2. either","No",0.180544476,3,14,17,12,18,19,12,"religion",27,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"88",2020-09-16,317,"Eng","Female","18-24 years","Other East Asia (Macau, Taiwan, Japan, South/North Korea,..)","Rent","No","3. Private housing","Yes","3. Living with familiy","Yes",4,"4. Bachelor degree","3. Bachelor degree","Yes","6. Student","3. Not-working people","Yes","8. Not applicable","No income","No","5. Single","No","Eastern","No","No","Christianity (Protestantism)","Yes","SDA",5,"2-3 times/week","4. 1 time more/week","1 time/week","2. less than 1 time/day","None","2. less than 1/week","Extremely important",4,8,12,9,20,29,8,3,6,6,6,12,7,8,15,2,4,4,4,5,9,2,3,2,4,4,14,13,10,6,"borderline abnormal","2. borderline abnormal","No","normal","3. normal","Yes","2. either","No",0.186875432,1,11,17,8,13,17,9,"religion",17,"3. 1 time/week or more","2. less than 1 time/day","2. less than 1/week","2. less than 1 time/day","2. less than 4-6 time/week"
"89",2020-09-16,321,"Chi","Female","65 years or above","Hong Kong","Rent","No","3. Private housing","Yes","1. Living alone","No",1,"5. Master  degree or higher","4. Master  degree or higher","Yes","1. Full time","1. Full time","No","2. Professional","28,201-44,600","Yes","5. Single","No","Sai Kung","No","No","Christianity (Protestantism)","Yes","SDA",9,"4-6 times/week","4. 1 time more/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Extremely important",4,12,16,14,28,42,0,3,1,7,8,15,8,8,16,2,2,8,8,7,15,2,2,2,2,7,21,7,0,0,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.180544476,3,8,18,9,23,23,6,"religion",4,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"90",2020-09-16,326,"Eng","Female","18-24 years","Other East Asia (Macau, Taiwan, Japan, South/North Korea,..)","Self-owned","Yes","2. Subsidized home ownership","No","3. Living with familiy","Yes",5,"3. Post secondary Diploma/Certificate Program","2. Post secondary Diploma/Certificate Program","No","6. Student","3. Not-working people","Yes","8. Not applicable","No income","No","5. Single","No","Islands","No","No","Christianity (Protestantism)","Yes","SDA",5,"2-3 times/month","2. less than 1 time/week","1 time or more/day","3. 1 time or more/day","< 1 time/month","2. less than 1/week","Very important",3,8,6,4,14,18,14,12,11,4,4,8,4,5,9,4,5,4,5,4,9,2,3,2,3,5,14,13,11,13,"abnormal","1. abnormal","No","abnormal","1. abnormal","No","1. No","No",0.207129741,1,10,13,10,13,13,8,"religion",37,"2. less than 1 time/week","3. 1 time or more/day","2. less than 1/week","2. less than 1 time/day","2. less than 4-6 time/week"
"91",2020-09-17,330,"Eng","Male","45-64 years","Hong Kong","Rent","No","3. Private housing","Yes","3. Living with familiy","Yes",2,"5. Master  degree or higher","4. Master  degree or higher","Yes","1. Full time","1. Full time","No","1. Manager and administrator","28,201-44,600","Yes","1. Married","Yes","Sai Kung","No","No","Christianity (Protestantism)","Yes","SDA",9,"1 time or more/day","4. 1 time more/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Very important",3,12,16,14,28,42,0,16,0,5,5,10,5,8,13,2,2,8,2,2,4,2,2,2,2,2,25,8,1,1,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.180544476,3,8,15,4,12,12,6,"religion",16,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"92",2020-09-17,331,"Eng","Male","18-24 years","Hong Kong","Rent","No","1. Public housing","No","3. Living with familiy","Yes",5,"4. Bachelor degree","3. Bachelor degree","Yes","6. Student","3. Not-working people","Yes","8. Not applicable","13,100 or below","No","5. Single","No","Sai Kung","No","No","Christianity (Protestantism)","Yes","SDA",9,"1 time/week","3. 1 time/week","2-3 times/week","2. less than 1 time/day","1 time/week","3. 1 time/week","Very important",3,12,0,13,12,25,2,9,12,4,4,8,3,7,10,5,3,8,6,7,13,2,3,2,3,6,25,10,15,10,"abnormal","1. abnormal","No","borderline abnormal","2. borderline abnormal","No","1. No","No",0.180544476,3,10,15,9,21,13,8,"religion",23,"3. 1 time/week or more","2. less than 1 time/day","3. 1 time/week","2. less than 1 time/day","2. less than 4-6 time/week"
"93",2020-09-17,332,"Chi","Female","45-64 years","Hong Kong","Rent","No","3. Private housing","Yes","3. Living with familiy","Yes",2,"3. Post secondary Diploma/Certificate Program","2. Post secondary Diploma/Certificate Program","No","1. Full time","1. Full time","No","3. Office worker","18,201-28,200","No","5. Single","No","Northern","No","No","Christianity (Protestantism)","Yes","SDA",7,"1 time/week","3. 1 time/week","1 time or more/day","3. 1 time or more/day","4-6 times/week","5. 4-6 times/week","Very important",3,9,12,9,21,30,5,3,3,8,8,16,8,6,14,2,2,8,6,5,11,2,2,2,4,5,24,8,5,4,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.198406518,2,10,16,7,19,22,8,"religion",11,"3. 1 time/week or more","3. 1 time or more/day","5. 4-6 times/week","2. less than 1 time/day","3. 4-6 or more/week"
"94",2020-09-17,334,"Eng","Female","18-24 years","Hong Kong","Rent","No","4. Other","No","1. Living alone","No",1,"4. Bachelor degree","3. Bachelor degree","Yes","6. Student","3. Not-working people","Yes","8. Not applicable","No income","No","5. Single","No","Sai Kung","No","No","Christianity (Protestantism)","Yes","SDA",5,"2-3 times/month","2. less than 1 time/week","1 time or more/day","3. 1 time or more/day","1 time/week","3. 1 time/week","Extremely important",4,8,3,5,11,16,11,13,7,3,4,7,4,6,10,3,5,4,5,7,12,2,5,3,4,6,16,17,12,12,"abnormal","1. abnormal","No","abnormal","1. abnormal","No","1. No","No",0.180544476,3,14,13,11,16,12,11,"religion",31,"2. less than 1 time/week","3. 1 time or more/day","3. 1 time/week","2. less than 1 time/day","2. less than 4-6 time/week"
"95",2020-09-17,336,"Chi","Male","45-64 years","Hong Kong","Rent","No","3. Private housing","Yes","3. Living with familiy","Yes",5,"5. Master  degree or higher","4. Master  degree or higher","Yes","1. Full time","1. Full time","No","4. Service and retail","28,201-44,600","Yes","1. Married","Yes","Sai Kung","No","No","Christianity (Protestantism)","Yes","SDA",3,"< 1 time/month","2. less than 1 time/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","A little bit important",2,10,9,7,19,26,8,4,1,8,8,16,4,8,12,2,2,4,3,6,9,2,2,6,5,4,14,7,3,5,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.180544476,3,15,14,6,13,15,9,"religion",13,"2. less than 1 time/week","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"96",2020-09-17,343,"Chi","Female","45-64 years","Hong Kong","Self-owned","Yes","2. Subsidized home ownership","No","3. Living with familiy","Yes",2,"3. Post secondary Diploma/Certificate Program","2. Post secondary Diploma/Certificate Program","No","2. Self employed","2. Non-full-time","No","4. Service and retail","44,601-79,999","Yes","1. Married","Yes","Kwun Tong","No","No","Christianity (Protestantism)","Yes","SDA",9,"4-6 times/week","4. 1 time more/week","1 time or more/day","3. 1 time or more/day","1 time or more/day","6. 1 time or more/day","Extremely important",4,12,16,14,28,42,1,2,4,8,8,16,8,8,16,3,2,8,4,7,11,2,4,2,3,7,28,8,3,3,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.196775858,8,11,19,9,19,20,9,"religion",7,"3. 1 time/week or more","3. 1 time or more/day","6. 1 time or more/day","3. 1 time or more/day","3. 4-6 or more/week"
"97",2020-09-17,345,"Chi","Female","25-44 years","Hong Kong","Self-owned","Yes","1. Public housing","No","3. Living with familiy","Yes",3,"5. Master  degree or higher","4. Master  degree or higher","Yes","1. Full time","1. Full time","No","2. Professional","28,201-44,600","Yes","5. Single","No","Tai Po","No","No","Christianity (Protestantism)","Yes","SDA",8,"2-3 times/week","4. 1 time more/week","1 time or more/day","3. 1 time or more/day","4-6 times/week","5. 4-6 times/week","A little bit important",2,11,11,12,22,34,19,4,6,6,7,13,3,8,11,6,2,8,4,6,10,2,2,2,4,7,21,8,7,4,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.18827923,0,10,17,9,18,13,8,"religion",29,"3. 1 time/week or more","3. 1 time or more/day","5. 4-6 times/week","2. less than 1 time/day","3. 4-6 or more/week"
"98",2020-09-17,346,"Chi","Female","45-64 years","Hong Kong","Self-owned","Yes","3. Private housing","Yes","3. Living with familiy","Yes",5,"4. Bachelor degree","3. Bachelor degree","Yes","1. Full time","1. Full time","No","2. Professional","44,601-79,999","Yes","1. Married","Yes","Sha Tin","No","No","Christianity (Protestantism)","Yes","SDA",8,"1 time/week","3. 1 time/week","4-6 times/week","2. less than 1 time/day","4-6 times/week","5. 4-6 times/week","Very important",3,10,13,11,23,34,6,4,4,5,6,11,6,6,12,4,3,6,5,6,11,3,4,2,3,6,19,8,7,7,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.18510991,7,12,16,9,17,16,10,"religion",14,"3. 1 time/week or more","2. less than 1 time/day","5. 4-6 times/week","2. less than 1 time/day","3. 4-6 or more/week"
"99",2020-09-17,347,"Chi","Female","25-44 years","Hong Kong","Rent","No","4. Other","No","3. Living with familiy","Yes",2,"4. Bachelor degree","3. Bachelor degree","Yes","1. Full time","1. Full time","No","8. Not applicable","18,201-28,200","No","1. Married","Yes","Tai Po","No","No","Christianity (Protestantism)","Yes","SDA",7,"1 time/week","3. 1 time/week","1 time or more/day","3. 1 time or more/day","2-3 times/week","4. 2-3 times/week","Extremely important",4,10,10,10,20,30,5,0,2,6,6,12,4,6,10,4,2,6,4,4,8,2,2,2,5,5,14,8,1,1,"normal","3. normal","Yes","normal","3. normal","Yes","3. Yes","Yes",0.18827923,0,11,14,7,14,14,9,"religion",7,"3. 1 time/week or more","3. 1 time or more/day","4. 2-3 times/week","2. less than 1 time/day","2. less than 4-6 time/week"
